,Game,Platform,Year_of_Release,Genre,Publisher,Critic_Score,User_Score,Developer,ESRB Rating,Composer,Composer Birthday,Composer Rank,Composer Rating,VGMDB Soundtrack Rating,VGMDB Soundtrack Popularity,mp3 Downloads Rank
1080,Bayonetta 2,WiiU,2014,Action,Nintendo,91.0,8.2,PlatinumGames,M,Norihiko Hibino,1973-09-03,7388.0,4.03,3.5,0.0854,242.0
1081,Bayonetta 2,WiiU,2014,Action,Nintendo,91.0,8.2,PlatinumGames,M,Takahiro Izutani,,7596.0,4.02,3.5,0.0854,242.0
1082,Soulcalibur V,PS3,2012,Fighting,Namco Bandai Games,81.0,6.7,Project Soul,T,Jesper Kyd,1972-02-03,8115.0,3.97,4.35,0.1787,317.0
1083,Soulcalibur V,PS3,2012,Fighting,Namco Bandai Games,81.0,6.7,Project Soul,T,Lorne Balfe,1976-02-23,7553.0,4.02,4.35,0.1787,317.0
1084,Soulcalibur V,PS3,2012,Fighting,Namco Bandai Games,81.0,6.7,Project Soul,T,Winifred Phillips,,9787.0,3.68,4.35,0.1787,317.0
1085,Soulcalibur V,X360,2012,Fighting,Namco Bandai Games,77.0,6.2,Project Soul,T,Jesper Kyd,1972-02-03,8115.0,3.97,4.35,0.1787,317.0
1086,Soulcalibur V,X360,2012,Fighting,Namco Bandai Games,77.0,6.2,Project Soul,T,Lorne Balfe,1976-02-23,7553.0,4.02,4.35,0.1787,317.0
1087,Soulcalibur V,X360,2012,Fighting,Namco Bandai Games,77.0,6.2,Project Soul,T,Winifred Phillips,,9787.0,3.68,4.35,0.1787,317.0
1088,Zone Of The Enders,PS2,2001,Shooter,Konami Digital Entertainment,78.0,7.4,KCEJ,M,Norihiko Hibino,1973-09-03,7388.0,4.03,3.47,0.0555,
1089,Zone Of The Enders,PS2,2001,Shooter,Konami Digital Entertainment,78.0,7.4,KCEJ,M,Norihiko Hibino,1973-09-03,7388.0,4.03,4.03,0.1133,
1090,Final Fantasy Tactics A2: Grimoire Of The Rift,DS,2007,Role-Playing,Square Enix,80.0,6.9,Square Enix,E10+,Masaharu Iwata,1966-10-26,6417.0,4.1,4.08,0.212,
1091,Sword Of Mana,GBA,2003,Role-Playing,Nintendo,72.0,8.3,Brownie Brown,E,Kenji Ito,1968-07-05,7488.0,4.02,3.67,0.1465,
1092,Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,86.0,9,Namco,E,Yuu Miyake,1973-11-19,7946.0,3.99,4.77,0.1004,361.0
1093,Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,86.0,9,Namco,E,Yuu Miyake,1973-11-19,7946.0,3.99,4.34,0.3024,361.0
1094,God Eater,PSP,2010,Action,Unknown,,,,,Go Shiina,1974-05-16,5252.0,4.17,4.4,0.2661,333.0
1095,God Eater,PSP,2010,Action,Unknown,,,,,Go Shiina,1974-05-16,5252.0,4.17,4.4,0.2661,428.0
1096,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,85.0,8.8,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.23,0.177,911.0
1097,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,85.0,8.8,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.23,0.177,990.0
1098,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,85.0,8.8,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.33,0.2774,911.0
1099,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,85.0,8.8,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.33,0.2774,990.0
1100,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,85.0,8.8,KCET,M,Rika Muranaka,,4174.0,4.23,4.23,0.177,911.0
1101,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,85.0,8.8,KCET,M,Rika Muranaka,,4174.0,4.23,4.23,0.177,990.0
1102,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,85.0,8.8,KCET,M,Rika Muranaka,,4174.0,4.23,4.33,0.2774,911.0
1103,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,85.0,8.8,KCET,M,Rika Muranaka,,4174.0,4.23,4.33,0.2774,990.0
1104,Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,,,,,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.37,0.2644,
1105,Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,,,,,Masaharu Iwata,1966-10-26,6417.0,4.1,4.37,0.2644,
1106,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,87.0,8.8,Square Enix,T,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.37,0.2644,
1107,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,87.0,8.8,Square Enix,T,Masaharu Iwata,1966-10-26,6417.0,4.1,4.37,0.2644,
1108,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,78.0,8.4,Capcom,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,,,994.0
1109,Catherine,PS3,2011,Adventure,Deep Silver,79.0,8.1,Atlus,M,Shoji Meguro,1971-06-04,7891.0,3.99,4.0,0.1347,903.0
1110,Catherine,PS3,2011,Adventure,Deep Silver,79.0,8.1,Atlus,M,Shoji Meguro,1971-06-04,7891.0,3.99,3.82,0.1642,903.0
1111,Catherine,X360,2011,Adventure,Deep Silver,82.0,7.9,Atlus,M,Shoji Meguro,1971-06-04,7891.0,3.99,4.0,0.1347,903.0
1112,Catherine,X360,2011,Adventure,Deep Silver,82.0,7.9,Atlus,M,Shoji Meguro,1971-06-04,7891.0,3.99,3.82,0.1642,903.0
1113,The Last Remnant,X360,2008,Role-Playing,Square Enix,66.0,6.9,Square Enix,M,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.3,0.2901,
1114,The Last Remnant,PC,2009,Role-Playing,Square Enix,66.0,8.3,Square Enix,M,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.3,0.2901,
1115,Prince Of Persia: The Two Thrones,PS2,2005,Action,Ubisoft,85.0,8.5,Ubisoft Montreal,M,Rod Abernethy,,10359.0,3.27,,,758.0
1116,Prince Of Persia: The Two Thrones,PS2,2005,Action,Ubisoft,85.0,8.5,Ubisoft Montreal,M,Stuart Chatwood,1969-10-22,5430.0,4.16,,,758.0
1117,Prince Of Persia: The Two Thrones,XB,2005,Action,Ubisoft,85.0,8.4,Ubisoft,M,Rod Abernethy,,10359.0,3.27,,,758.0
1118,Prince Of Persia: The Two Thrones,XB,2005,Action,Ubisoft,85.0,8.4,Ubisoft,M,Stuart Chatwood,1969-10-22,5430.0,4.16,,,758.0
1119,Prince Of Persia: The Two Thrones,GC,2005,Action,Ubisoft,84.0,8.1,Ubisoft,M,Rod Abernethy,,10359.0,3.27,,,758.0
1120,Prince Of Persia: The Two Thrones,GC,2005,Action,Ubisoft,84.0,8.1,Ubisoft,M,Stuart Chatwood,1969-10-22,5430.0,4.16,,,758.0
1121,Final Fantasy Crystal Chronicles: Ring Of Fates,DS,2007,Role-Playing,Square Enix,77.0,7.2,Square Enix,E10+,Kumi Tanioka,1974-08-29,8206.0,3.96,4.13,0.2224,
1122,Radiata Stories,PS2,2005,Role-Playing,Square Enix,74.0,9,Tri-Ace,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.77,0.1204,
1123,Super Castlevania Iv,SNES,1991,Platform,Konami Digital Entertainment,,,,,Kinuyo Yamashita,,6552.0,4.09,,,543.0
1124,Super Castlevania Iv,SNES,1991,Platform,Konami Digital Entertainment,,,,,Michiru Yamane,1963-09-23,6105.0,4.12,,,543.0
1125,Super Castlevania Iv,SNES,1991,Platform,Konami Digital Entertainment,,,,,Taro Kudo,,3388.0,4.27,,,543.0
1126,Okami,PS2,2006,Action,Capcom,93.0,9.3,Clover Studio,T,Akari Kaida,1974-01-10,7252.0,4.04,3.91,0.1519,
1127,Okami,PS2,2006,Action,Capcom,93.0,9.3,Clover Studio,T,Akari Kaida,1974-01-10,7252.0,4.04,4.44,0.4882,
1128,Okami,PS2,2006,Action,Capcom,93.0,9.3,Clover Studio,T,Alph Lyla,,,,3.91,0.1519,
1129,Okami,PS2,2006,Action,Capcom,93.0,9.3,Clover Studio,T,Alph Lyla,,,,4.44,0.4882,
1130,Okami,Wii,2008,Action,Capcom,90.0,8.9,Ready at Dawn,T,Akari Kaida,1974-01-10,7252.0,4.04,3.91,0.1519,
1131,Okami,Wii,2008,Action,Capcom,90.0,8.9,Ready at Dawn,T,Akari Kaida,1974-01-10,7252.0,4.04,4.44,0.4882,
1132,Okami,Wii,2008,Action,Capcom,90.0,8.9,Ready at Dawn,T,Alph Lyla,,,,3.91,0.1519,
1133,Okami,Wii,2008,Action,Capcom,90.0,8.9,Ready at Dawn,T,Alph Lyla,,,,4.44,0.4882,
1134,Okami,PS3,2012,Action,Capcom,,,,,Akari Kaida,1974-01-10,7252.0,4.04,3.91,0.1519,
1135,Okami,PS3,2012,Action,Capcom,,,,,Akari Kaida,1974-01-10,7252.0,4.04,4.44,0.4882,
1136,Okami,PS3,2012,Action,Capcom,,,,,Alph Lyla,,,,3.91,0.1519,
1137,Okami,PS3,2012,Action,Capcom,,,,,Alph Lyla,,,,4.44,0.4882,
1138,Viewtiful Joe,GC,2003,Action,Capcom,93.0,8.3,Clover Studio,T,Akari Kaida,1974-01-10,7252.0,4.04,4.04,0.1103,
1139,Viewtiful Joe,GC,2003,Action,Capcom,93.0,8.3,Clover Studio,T,Alph Lyla,,,,4.04,0.1103,
1140,Viewtiful Joe,PS2,2004,Action,Capcom,90.0,8.5,Clover Studio,T,Akari Kaida,1974-01-10,7252.0,4.04,4.04,0.1103,
1141,Viewtiful Joe,PS2,2004,Action,Capcom,90.0,8.5,Clover Studio,T,Alph Lyla,,,,4.04,0.1103,
1142,Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,,,,,Kentaro Haneda,,4110.0,4.23,5.0,0.1348,
1143,Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,,,,,Michiru Oshima,1961-03-16,7193.0,4.05,5.0,0.1348,
1144,Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,,,,,Miki Higashino,1968-01-01,4368.0,4.22,5.0,0.1348,
1145,Front Mission,SNES,1995,Strategy,SquareSoft,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,3.93,0.2293,
1146,Front Mission,DS,2007,Strategy,Square Enix,72.0,8.9,Square Enix,E10+,Yoko Shimomura,1967-10-19,6964.0,4.06,3.93,0.2293,
1147,Total War: Shogun 2,PC,2011,Strategy,Sega,90.0,8.3,Creative Assembly,T,Jeff van Dyck,,,,,,612.0
1148,Mega Man X7,PS2,2003,Action,Capcom,58.0,5.1,Valuewave Co.,Ltd.,Noriyuki Iwadare,1964-04-28,7123.0,4.05,,,722.0
1149,Sonic & All-stars Racing Transformed,X360,2012,Racing,Sega,,,,,Hideki Naganuma,1972-05-16,5557.0,4.15,,,854.0
1150,Sonic & All-stars Racing Transformed,WiiU,2012,Racing,Sega,,,,,Hideki Naganuma,1972-05-16,5557.0,4.15,,,854.0
1151,Sonic & All-stars Racing Transformed,PS3,2012,Racing,Sega,,,,,Hideki Naganuma,1972-05-16,5557.0,4.15,,,854.0
1152,Sonic & All-stars Racing Transformed,PSV,2012,Racing,Sega,,,,,Hideki Naganuma,1972-05-16,5557.0,4.15,,,854.0
1153,Sonic & All-stars Racing Transformed,3DS,2012,Racing,Sega,,,,,Hideki Naganuma,1972-05-16,5557.0,4.15,,,854.0
1154,Sonic & All-stars Racing Transformed,PC,2013,Racing,Sega,,,,,Hideki Naganuma,1972-05-16,5557.0,4.15,,,854.0
1155,Unreal Tournament,PS2,2000,Shooter,Infogrames,77.0,6.8,Epic Games,M,Alexander Brandon,1974-09-29,6662.0,4.08,,,693.0
1156,Unreal Tournament,PS2,2000,Shooter,Infogrames,77.0,6.8,Epic Games,M,Andrew Sega,1975-05-20,7849.0,4,,,693.0
1157,Unreal Tournament,PS2,2000,Shooter,Infogrames,77.0,6.8,Epic Games,M,Michiel van den Bos,1975-05-23,8891.0,3.88,,,693.0
1158,Unreal Tournament,PS2,2000,Shooter,Infogrames,77.0,6.8,Epic Games,M,Peter Hajba,1974-12-15,,,,,693.0
1159,Parasite Eve Ii,PS,1999,Role-Playing,SquareSoft,79.0,9,SquareSoft,M,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.39,0.1356,
1160,Breath Of Fire Iv,PS,2000,Role-Playing,Capcom,83.0,8.9,Capcom,T,Yoshino Aoki,,7006.0,4.06,3.9,0.171,
1161,Tales Of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,,8,Namco Bandai Games, Bandai Namco Games,Go Shiina,1974-05-16,5252.0,4.17,4.38,0.0709,820.0
1162,Tales Of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,72.0,6.8,Bandai Namco Games,T,Go Shiina,1974-05-16,5252.0,4.17,4.38,0.0709,820.0
1163,Odin Sphere,PS2,2007,Role-Playing,Square Enix,83.0,8.6,Vanilla Ware,T,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.08,0.3156,
1164,Odin Sphere,PS2,2007,Role-Playing,Square Enix,83.0,8.6,Vanilla Ware,T,Manabu Namiki,1971-09-13,6391.0,4.1,4.08,0.3156,
1165,Odin Sphere,PS2,2007,Role-Playing,Square Enix,83.0,8.6,Vanilla Ware,T,Masaharu Iwata,1966-10-26,6417.0,4.1,4.08,0.3156,
1166,Odin Sphere,PS2,2007,Role-Playing,Square Enix,83.0,8.6,Vanilla Ware,T,Shoji Meguro,1971-06-04,7891.0,3.99,4.08,0.3156,
1167,Daytona Usa,SAT,1994,Racing,Sega,,,,,Takayuki Nakamura,1967-07-19,7630.0,4.01,4.0,0.1427,
1168,The Hobbit,PS2,2003,Platform,Vivendi Games,59.0,8.6,Inevitable Entertainment,E,Rod Abernethy,,10359.0,3.27,,,569.0
1169,The Hobbit,XB,2003,Platform,Vivendi Games,,,,,Rod Abernethy,,10359.0,3.27,,,569.0
1170,The Hobbit,GBA,2003,Platform,Vivendi Games,67.0,9.2,Saffire,E,Rod Abernethy,,10359.0,3.27,,,569.0
1171,The Hobbit,GC,2003,Platform,Vivendi Games,61.0,7.3,Inevitable Entertainment,E,Rod Abernethy,,10359.0,3.27,,,569.0
1172,Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,82.0,8.3,Vanillaware,T,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.18,0.1437,
1173,Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,82.0,8.3,Vanillaware,T,Shoji Meguro,1971-06-04,7891.0,3.99,4.18,0.1437,
1174,Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,78.0,8.4,Vanillaware,T,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.18,0.1437,
1175,Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,78.0,8.4,Vanillaware,T,Shoji Meguro,1971-06-04,7891.0,3.99,4.18,0.1437,
1176,Inazuma Eleven,DS,2008,Role-Playing,Nintendo,,,,,Tomohito Nishiura,1973-02-13,6999.0,4.06,3.9,0.1135,610.0
1177,Inazuma Eleven,DS,2008,Role-Playing,Nintendo,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.9,0.1135,610.0
1178,Freedom Fighters,PS2,2003,Shooter,Electronic Arts,81.0,8.4,Io Interactive,T,Jesper Kyd,1972-02-03,8115.0,3.97,4.41,0.0692,858.0
1179,Freedom Fighters,XB,2003,Shooter,Electronic Arts,82.0,8.2,Io Interactive,T,Jesper Kyd,1972-02-03,8115.0,3.97,4.41,0.0692,858.0
1180,Freedom Fighters,GC,2003,Shooter,Electronic Arts,83.0,7.8,Io Interactive,T,Jesper Kyd,1972-02-03,8115.0,3.97,4.41,0.0692,858.0
1181,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,71.0,6.1,HexaDrive,M,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.13,0.2017,
1182,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,71.0,6.1,HexaDrive,M,Yoko Shimomura,1967-10-19,6964.0,4.06,4.13,0.2017,
1183,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,77.0,8.2,SCE Japan Studio, comcept,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.65,0.1282,
1184,Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,76.0,7.8,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.0,0.2256,890.0
1185,Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,76.0,7.8,KCET,M,Rika Muranaka,,4174.0,4.23,4.0,0.2256,890.0
1186,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,76.0,8.3,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.0,0.2256,890.0
1187,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,76.0,8.3,KCET,M,Rika Muranaka,,4174.0,4.23,4.0,0.2256,890.0
1188,Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,83.0,8.4,Io Interactive,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,606.0
1189,Hitman: Blood Money,X360,2006,Action,Eidos Interactive,82.0,8.7,Io Interactive,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,606.0
1190,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,81.0,9.1,Io Interactive,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,606.0
1191,Hitman: Blood Money,PC,2006,Action,Eidos Interactive,82.0,8.8,Io Interactive,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,606.0
1192,Monster Hunter,PS2,2004,Role-Playing,Capcom,68.0,8.9,Capcom,T,Akari Kaida,1974-01-10,7252.0,4.04,,,561.0
1193,Monster Hunter,PS2,2004,Role-Playing,Capcom,68.0,8.9,Capcom,T,Alph Lyla,,,,,,561.0
1194,Grandia Iii,PS2,2005,Role-Playing,Square Enix,77.0,8.3,Game Arts,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.95,0.1718,
1195,Tales Of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,72.0,7.7,Namco,T,Go Shiina,1974-05-16,5252.0,4.17,4.48,0.305,
1196,Ico,PS2,2001,Action,Sony Computer Entertainment,90.0,8.8,SCE Japan Studio,T,Michiru Oshima,1961-03-16,7193.0,4.05,3.89,0.3431,
1197,Ico,PS3,2011,Action,Sony Computer Entertainment,,7.4,Bluepoint Games,T,Michiru Oshima,1961-03-16,7193.0,4.05,3.89,0.3431,
1198,Bomberman Hero,N64,1998,Platform,Nintendo,,,,,Jun Chikuma,,,,3.65,0.0722,
1199,God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,,,,,Go Shiina,1974-05-16,5252.0,4.17,4.34,0.1149,
1200,God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,,,,,Go Shiina,1974-05-16,5252.0,4.17,4.34,0.1149,
1201,Persona,PS,1995,Role-Playing,Atlus,,,,,Shoji Meguro,1971-06-04,7891.0,3.99,4.06,0.09,398.0
1202,Persona,PS,1995,Role-Playing,Atlus,,,,,Shoji Meguro,1971-06-04,7891.0,3.99,4.06,0.09,775.0
1203,Persona,PS,1995,Role-Playing,Atlus,,,,,Shoji Meguro,1971-06-04,7891.0,3.99,3.66,0.1449,398.0
1204,Persona,PS,1995,Role-Playing,Atlus,,,,,Shoji Meguro,1971-06-04,7891.0,3.99,3.66,0.1449,775.0
1205,Chocobo Racing,PS,1999,Racing,SquareSoft,,,,,Kenji Ito,1968-07-05,7488.0,4.02,3.96,0.0658,
1206,Grandia,SAT,1997,Role-Playing,ESP,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.42,0.1116,
1207,Grandia,SAT,1997,Role-Playing,ESP,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.93,0.1492,
1208,Grandia,SAT,1997,Role-Playing,ESP,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,4.46,0.2094,
1209,Grandia,SAT,1997,Role-Playing,ESP,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,4.57,0.4317,
1210,Grandia,PS,1999,Role-Playing,Ubisoft,89.0,6.6,Game Arts,E,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.42,0.1116,
1211,Grandia,PS,1999,Role-Playing,Ubisoft,89.0,6.6,Game Arts,E,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.93,0.1492,
1212,Grandia,PS,1999,Role-Playing,Ubisoft,89.0,6.6,Game Arts,E,Noriyuki Iwadare,1964-04-28,7123.0,4.05,4.46,0.2094,
1213,Grandia,PS,1999,Role-Playing,Ubisoft,89.0,6.6,Game Arts,E,Noriyuki Iwadare,1964-04-28,7123.0,4.05,4.57,0.4317,
1214,Paper Mario: Color Splash,WiiU,2016,Role-Playing,Nintendo,75.0,6.8,Nintendo, Intelligent Systems,Taro Kudo,,3388.0,4.27,,,173.0
1215,Ogre Battle 64: Person Of Lordly Caliber,N64,1999,Role-Playing,Nintendo,,,,,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.02,0.2089,
1216,Ogre Battle 64: Person Of Lordly Caliber,N64,1999,Role-Playing,Nintendo,,,,,Masaharu Iwata,1966-10-26,6417.0,4.1,4.02,0.2089,
1217,Nights: Journey Of Dreams,Wii,2007,Platform,Sega,69.0,8.5,Sega, Sonic Team,Jun Senoue,1970-08-02,6091.0,4.12,,,733.0
1218,Nights: Journey Of Dreams,Wii,2007,Platform,Sega,69.0,8.5,Sega, Sonic Team,Tomoya Ohtani,1974-07-01,5079.0,4.18,,,733.0
1219,Mother 3,GBA,2006,Role-Playing,Nintendo,,,,,Hirokazu Tanaka,1957-12-13,6489.0,4.09,3.81,0.1154,49.0
1220,Mother 3,GBA,2006,Role-Playing,Nintendo,,,,,Keiichi Suzuki,1951-08-28,8099.0,3.97,3.81,0.1154,49.0
1221,Command & Conquer,PS,1996,Strategy,Virgin Interactive,,,,,Frank Klepacki,,7213.0,4.04,4.68,0.0908,
1222,Command & Conquer,N64,1999,Strategy,Nintendo,,,,,Frank Klepacki,,7213.0,4.04,4.68,0.0908,
1223,Grandia Xtreme,PS2,2002,Role-Playing,Enix Corporation,68.0,6.5,Game Arts,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.76,0.1436,
1224,Tobal 2,PS,1997,Fighting,SquareSoft,,,,,Takayuki Nakamura,1967-07-19,7630.0,4.01,4.75,0.1638,
1225,Soulcalibur,DC,1999,Fighting,Namco Bandai Games,98.0,8.8,Namco,T,Nobuyoshi Sano,1969-01-19,8811.0,3.89,4.67,0.1234,574.0
1226,Soulcalibur,DC,1999,Fighting,Namco Bandai Games,98.0,8.8,Namco,T,Nobuyoshi Sano,1969-01-19,8811.0,3.89,4.15,0.2246,574.0
1227,Soulcalibur,DC,1999,Fighting,Namco Bandai Games,98.0,8.8,Namco,T,Yuu Miyake,1973-11-19,7946.0,3.99,4.67,0.1234,574.0
1228,Soulcalibur,DC,1999,Fighting,Namco Bandai Games,98.0,8.8,Namco,T,Yuu Miyake,1973-11-19,7946.0,3.99,4.15,0.2246,574.0
1229,World Of Final Fantasy,PS4,2016,Role-Playing,Square Enix,77.0,8.3,Square Enix,E10+,Yoko Shimomura,1967-10-19,6964.0,4.06,4.16,0.0998,
1230,World Of Final Fantasy,PSV,2016,Role-Playing,Square Enix,77.0,8.6,Square Enix,E10+,Yoko Shimomura,1967-10-19,6964.0,4.06,4.16,0.0998,
1231,Final Fantasy Xi,PS2,,Role-Playing,Unknown,85.0,6.9,Square Enix,T,Kumi Tanioka,1974-08-29,8206.0,3.96,3.55,0.1254,
1232,Final Fantasy Xi,PS2,,Role-Playing,Unknown,85.0,6.9,Square Enix,T,Kumi Tanioka,1974-08-29,8206.0,3.96,3.65,0.1793,
1233,Final Fantasy Xi,PS2,,Role-Playing,Unknown,85.0,6.9,Square Enix,T,Kumi Tanioka,1974-08-29,8206.0,3.96,4.2,0.2904,
1234,Final Fantasy Xi,PS2,,Role-Playing,Unknown,85.0,6.9,Square Enix,T,Kumi Tanioka,1974-08-29,8206.0,3.96,4.16,0.2975,
1235,Final Fantasy Xi,PS2,,Role-Playing,Unknown,85.0,6.9,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.55,0.1254,
1236,Final Fantasy Xi,PS2,,Role-Playing,Unknown,85.0,6.9,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.65,0.1793,
1237,Final Fantasy Xi,PS2,,Role-Playing,Unknown,85.0,6.9,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,4.2,0.2904,
1238,Final Fantasy Xi,PS2,,Role-Playing,Unknown,85.0,6.9,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,4.16,0.2975,
1239,Final Fantasy Xi,X360,2006,Role-Playing,Square Enix,66.0,6.5,Square Enix,T,Kumi Tanioka,1974-08-29,8206.0,3.96,3.55,0.1254,
1240,Final Fantasy Xi,X360,2006,Role-Playing,Square Enix,66.0,6.5,Square Enix,T,Kumi Tanioka,1974-08-29,8206.0,3.96,3.65,0.1793,
1241,Final Fantasy Xi,X360,2006,Role-Playing,Square Enix,66.0,6.5,Square Enix,T,Kumi Tanioka,1974-08-29,8206.0,3.96,4.2,0.2904,
1242,Final Fantasy Xi,X360,2006,Role-Playing,Square Enix,66.0,6.5,Square Enix,T,Kumi Tanioka,1974-08-29,8206.0,3.96,4.16,0.2975,
1243,Final Fantasy Xi,X360,2006,Role-Playing,Square Enix,66.0,6.5,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.55,0.1254,
1244,Final Fantasy Xi,X360,2006,Role-Playing,Square Enix,66.0,6.5,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.65,0.1793,
1245,Final Fantasy Xi,X360,2006,Role-Playing,Square Enix,66.0,6.5,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,4.2,0.2904,
1246,Final Fantasy Xi,X360,2006,Role-Playing,Square Enix,66.0,6.5,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,4.16,0.2975,
1247,Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,76.0,8.6,Atlus, Dingo Inc.,Norihiko Hibino,1973-09-03,7388.0,4.03,,,67.0
1248,Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,76.0,8.6,Atlus, Dingo Inc.,Yuu Miyake,1973-11-19,7946.0,3.99,,,67.0
1249,Live A Live,SNES,1994,Role-Playing,SquareSoft,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.31,0.1529,
1250,Live A Live,SNES,1994,Role-Playing,SquareSoft,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.23,0.2802,
1251,Radiant Historia,DS,2010,Role-Playing,Atlus,85.0,9,Atlus,E10+,Shoji Meguro,1971-06-04,7891.0,3.99,4.08,0.0867,
1252,Radiant Historia,DS,2010,Role-Playing,Atlus,85.0,9,Atlus,E10+,Shoji Meguro,1971-06-04,7891.0,3.99,4.2,0.2766,
1253,Radiant Historia,DS,2010,Role-Playing,Atlus,85.0,9,Atlus,E10+,Yoko Shimomura,1967-10-19,6964.0,4.06,4.08,0.0867,
1254,Radiant Historia,DS,2010,Role-Playing,Atlus,85.0,9,Atlus,E10+,Yoko Shimomura,1967-10-19,6964.0,4.06,4.2,0.2766,
