Soundtrack; Composer; Composer Birthday
In the Valley of Elah; Mark Isham; 1951-09-07
Lions for Lambs; Mark Isham; 1951-09-07
Gracie; Mark Isham; 1951-09-07
Reservation Road; Mark Isham; 1951-09-07
No Reservations; Mark Isham; 1951-09-07
Next; Mark Isham; 1951-09-07
The Mist; Mark Isham; 1951-09-07
Pride and Glory; Mark Isham; 1951-09-07
The Express: The Ernie Davis Story; Mark Isham; 1951-09-07
The Secret Life of Bees; Mark Isham; 1951-09-07
Crossing Over; Mark Isham; 1951-09-07
Not Forgotten; Mark Isham; 1951-09-07
Bad Lieutenant: Port of Call New Orleans; Mark Isham; 1951-09-07
Fame; Mark Isham; 1951-09-07
The Crazies; Mark Isham; 1951-09-07
The Mechanic; Mark Isham; 1951-09-07
Dolphin Tale; Mark Isham; 1951-09-07
Once Upon a Time; Mark Isham; 1951-09-07
Warrior; Mark Isham; 1951-09-07
The Factory; Mark Isham; 1951-09-07
The Lucky One; Mark Isham; 1951-09-07
Beauty and the Beast; Mark Isham; 1951-09-07
The Conjuring; Mark Isham; 1951-09-07
The Inevitable Defeat of Mister and Pete; Mark Isham; 1951-09-07
42; Mark Isham; 1951-09-07
Homefront; Mark Isham; 1951-09-07
Once Upon a Time in Wonderland; Mark Isham; 1951-09-07
Beyond the Lights; Mark Isham; 1951-09-07
American Crime; Mark Isham; 1951-09-07
The Longest Ride; Mark Isham; 1951-09-07
Mr. Church; Mark Isham; 1951-09-07
Mechanic: Resurrection; Mark Isham; 1951-09-07
The Accountant; Mark Isham; 1951-09-07
Fallen; Mark Isham; 1951-09-07
Dirty Dancing; Mark Isham; 1951-09-07
Let It Fall: Los Angeles 1982–1992; Mark Isham; 1951-09-07
Marvel's Cloak & Dagger; Mark Isham; 1951-09-07
Bolden; Mark Isham; 1951-09-07
Bill & Ted Face the Music; Mark Isham; 1951-09-07
Togo; Mark Isham; 1951-09-07
Carmageddon TV; Mark Knight (musician); 1973-01-08
.ComBots; Mark Knight (musician); 1973-01-08
Mario's Mission Earth; Mark Knight (musician); 1973-01-08
Road Rash; Mark Knight (musician); 1973-01-08
Velocity; Mark Knight (musician); 1973-01-08
Guy Spy and the Crystals of Armageddon; Mark Knight (musician); 1973-01-08
Outlander; Mark Knight (musician); 1973-01-08
Wing Commander; Mark Knight (musician); 1973-01-08
 ; Mark Knight (musician); 1973-01-08
Alfred Chicken; Mark Knight (musician); 1973-01-08
Battleship; Mark Knight (musician); 1973-01-08
D/Generation; Mark Knight (musician); 1973-01-08
Evasive Action; Mark Knight (musician); 1973-01-08
Liberation: Captive 2; Mark Knight (musician); 1973-01-08
Overkill/Lunar C; Mark Knight (musician); 1973-01-08
Mario's Time Machine; Mark Knight (musician); 1973-01-08
Out to Lunch; Mark Knight (musician); 1973-01-08
Sim Life; Mark Knight (musician); 1973-01-08
Battletoads; Mark Knight (musician); 1973-01-08
DragonLore; Mark Knight (musician); 1973-01-08
Sim City 2000; Mark Knight (musician); 1973-01-08
Cyberspeed; Mark Knight (musician); 1973-01-08
Supersonic Racers; Mark Knight (musician); 1973-01-08
Warhammer: Shadow of the Horned Rat; Mark Knight (musician); 1973-01-08
Duke Nukem: Total Meltdown; Mark Knight (musician); 1973-01-08
Populous: The Beginning; Mark Knight (musician); 1973-01-08
Theme Park World; Mark Knight (musician); 1973-01-08
Warhammer: Dark Omen; Mark Knight (musician); 1973-01-08
Dungeon Keeper 2; Mark Knight (musician); 1973-01-08
Formula One 2000; Mark Knight (musician); 1973-01-08
Formula One 2000; Mark Knight (musician); 1973-01-08
 CE (2000); Mark Knight (musician); 1973-01-08
Superbikes 2000; Mark Knight (musician); 1973-01-08
Formula One 2001; Mark Knight (musician); 1973-01-08
Harry Potter and the Philosophers Stone; Mark Knight (musician); 1973-01-08
Quake 3: Revolution; Mark Knight (musician); 1973-01-08
Formula One 2002; Mark Knight (musician); 1973-01-08
Harry Potter and the Chamber of Secrets; Mark Knight (musician); 1973-01-08
Shox; Mark Knight (musician); 1973-01-08
Formula One 2003; Mark Knight (musician); 1973-01-08
Harry Potter: Quidditch World Cup; Mark Knight (musician); 1973-01-08
Sudeki; Mark Knight (musician); 1973-01-08
Crysis; Mark Knight (musician); 1973-01-08
The Witcher; Mark Knight (musician); 1973-01-08
Metal Gear Solid Mobile; Mark Knight (musician); 1973-01-08
Race Driver: GRID; Mark Knight (musician); 1973-01-08
So Blonde; Mark Knight (musician); 1973-01-08
Colin McRae: DiRT 2; Mark Knight (musician); 1973-01-08
F1 2009; Mark Knight (musician); 1973-01-08
F1 2010; Mark Knight (musician); 1973-01-08
DiRT 3; Mark Knight (musician); 1973-01-08
Dizzy Prince of the Yolkfolk; Mark Knight (musician); 1973-01-08
F1 2011; Mark Knight (musician); 1973-01-08
FortressCraft; Mark Knight (musician); 1973-01-08
DiRT Showdown; Mark Knight (musician); 1973-01-08
F1 Race Stars; Mark Knight (musician); 1973-01-08
F1 2012; Mark Knight (musician); 1973-01-08
F1 2013; Mark Knight (musician); 1973-01-08
GRID 2; Mark Knight (musician); 1973-01-08
GRID Autosport; Mark Knight (musician); 1973-01-08
F1 2014; Mark Knight (musician); 1973-01-08
Toybox Turbos; Mark Knight (musician); 1973-01-08
F1 2015; Mark Knight (musician); 1973-01-08
Dirt Rally; Mark Knight (musician); 1973-01-08
Overlord: Fellowship of Evil; Mark Knight (musician); 1973-01-08
D/Generation; Mark Knight (musician); 1973-01-08
F1 2016; Mark Knight (musician); 1973-01-08
F1 2017; Mark Knight (musician); 1973-01-08
Flight Sim World; Mark Knight (musician); 1973-01-08
Funfair.io; Mark Knight (musician); 1973-01-08
BeamNG.drive; Mark Knight (musician); 1973-01-08
NASCAR Heat 4; Mark Knight (musician); 1973-01-08
Cyberspeed Unleashed; Mark Knight (musician); 1973-01-08
FortressCraft Credits; Mark Knight (musician); 1973-01-08
Reawakening; Mark Knight (musician); 1973-01-08
D/Generation HD; Mark Knight (musician); 1973-01-08
Project Hubbard: Escape to New Rob; Mark Knight (musician); 1973-01-08
ME!; Mark Knight (musician); 1973-01-08
4-4-2 – Come on England; Mark Knight (musician); 1973-01-08
Bjorne Lynne – The Gods Awaken; Mark Knight (musician); 1973-01-08
C64Audio – Back in Time 3; Mark Knight (musician); 1973-01-08
Frost* – The Dividing Line; Mark Knight (musician); 1973-01-08
Frost* – Falling Satellites; Mark Knight (musician); 1973-01-08
James J Turner – How Could We Be Wrong?; Mark Knight (musician); 1973-01-08
Ian Livingstone – Big Fat Gypsy Weddings; Mark Knight (musician); 1973-01-08
K-Passa – Born Again; Mark Knight (musician); 1973-01-08
Pepe Deluxe – Beatitude; Mark Knight (musician); 1973-01-08
Press Play on Tape – Home Computer; Mark Knight (musician); 1973-01-08
SilverDogs – SilverDogs; Mark Knight (musician); 1973-01-08
The Divine Comedy – Casanova; Mark Knight (musician); 1973-01-08
The Giallos Flame – House at the Edge of the Dark; Mark Knight (musician); 1973-01-08
This Morning Call – Deserted; Mark Knight (musician); 1973-01-08
Tomorrows Ancestor – Live at Stainsby; Mark Knight (musician); 1973-01-08
Tricks Upon Travellers – The Last Fish Supper; Mark Knight (musician); 1973-01-08
Tricks Upon Travellers – Where the Skeletons Dance; Mark Knight (musician); 1973-01-08
Tricks Upon Travellers – Acoustic Live and Uncut; Mark Knight (musician); 1973-01-08
Lorelai; Mark Lovegrove; n/a
Mr. Maze; Mark Lovegrove; n/a
Doc Apocalypse; Mark Lovegrove; n/a
Dumbass Drivers!; Mark Lovegrove; n/a
Tales; Mark Lovegrove; n/a
Downfall; Mark Lovegrove; n/a
The Apotheosis Project; Mark Lovegrove; n/a
The Lone Planet; Mark Lovegrove; n/a
Time Stone; Mark Lovegrove; n/a
Deep Hope; Mark Lovegrove; n/a
Reon Quest 2: Escape From Bully Island; Mark Lovegrove; n/a
The Cat Lady; Mark Lovegrove; n/a
Poacher; Mark Lovegrove; n/a
Unga Needs Mumba; Mark Lovegrove; n/a
Living Nightmare: Freedom; Mark Lovegrove; n/a
Indiana Jones and the Passage of Saints; Mark Lovegrove; n/a
Chance Of The Dead; Mark Lovegrove; n/a
Night Of The Testicle; Mark Lovegrove; n/a
I Forgot; Mark Lovegrove; n/a
AGS Awards; Mark Lovegrove; n/a
 Live Ceremony; Mark Lovegrove; n/a
Living Nightmare: Endless Dreams; Mark Lovegrove; n/a
Space Pool Alpha; Mark Lovegrove; n/a
I Wonder What Happens In I Wonder What Happens In Tales of Monkey Island Chapter 5 Rise of the Pirate God: The Game!; Mark Lovegrove; n/a
Danny Dread Is On Call; Mark Lovegrove; n/a
Back Door Man; Mark Lovegrove; n/a
Indiana Jones and the Temple of Spheres; Mark Lovegrove; n/a
Santa Claus Down; Mark Lovegrove; n/a
Murphy's Salvage; Mark Lovegrove; n/a
Little Girl In Underland; Mark Lovegrove; n/a
Pet Peeves; Mark Lovegrove; n/a
Trilby: The Art Of Theft; Mark Lovegrove; n/a
Lif and the Treasure of the Tanones; Mark Lovegrove; n/a
Nelly Cootalot: Spoonbeaks Ahoy!; Mark Lovegrove; n/a
6 Days A Sacrifice; Mark Lovegrove; n/a
Trilby's Notes; Mark Lovegrove; n/a
Alien Time Zone; Mark Lovegrove; n/a
The Adventures of Fatman; Mark Lovegrove; n/a
Urban Joe; Mark Lovegrove; n/a
The Perfect Murder; Mark Lovegrove; n/a
Rode Quest 2: The Sweet Smell of Stenchie; Mark Lovegrove; n/a
Rode Quest; Mark Lovegrove; n/a
Reality On The Norm; Mark Lovegrove; n/a
Perils of Poom; Mark Lovegrove; n/a
Larry Vales 2: Dead Girls Are Easy; Mark Lovegrove; n/a
Rob Blanc; Mark Lovegrove; n/a
Zork Nemesis; Mark Morgan (composer); 1961-10-22
Dark Seed II; Mark Morgan (composer); 1961-10-22
Shattered Steel; Mark Morgan (composer); 1961-10-22
Descent II; Mark Morgan (composer); 1961-10-22
Zork: Grand Inquisitor; Mark Morgan (composer); 1961-10-22
NetStorm: Islands At War; Mark Morgan (composer); 1961-10-22
Fallout; Mark Morgan (composer); 1961-10-22
Fallout 2; Mark Morgan (composer); 1961-10-22
Planescape: Torment; Mark Morgan (composer); 1961-10-22
Civilization: Call to Power; Mark Morgan (composer); 1961-10-22
Giants: Citizen Kabuto; Mark Morgan (composer); 1961-10-22
Allods Online; Mark Morgan (composer); 1961-10-22
Need for Speed: Shift; Mark Morgan (composer); 1961-10-22
Stasis; Mark Morgan (composer); 1961-10-22
Wasteland 2; Mark Morgan (composer); 1961-10-22
Torment: Tides of Numenera; Mark Morgan (composer); 1961-10-22
Prey 2; Mark Morgan (composer); 1961-10-22
One Tree Hill; Mark Morgan (composer); 1961-10-22
Hawaii; Mark Morgan (composer); 1961-10-22
Kojak; Mark Morgan (composer); 1961-10-22
Killer Instinct; Mark Morgan (composer); 1961-10-22
Shark; Mark Morgan (composer); 1961-10-22
Big Love; Mark Mothersbaugh; 1950-05-18
,; Mark Mothersbaugh; 1950-05-18
Eureka; Mark Mothersbaugh; 1950-05-18
Regular Show; Mark Mothersbaugh; 1950-05-18
Human Highway; Mark Mothersbaugh; 1950-05-18
Felix the Cat; Mark Mothersbaugh; 1950-05-18
Super Mario World; Mark Mothersbaugh; 1950-05-18
Liquid Television; Mark Mothersbaugh; 1950-05-18
Davis Rules; Mark Mothersbaugh; 1950-05-18
Sewer Shark; Mark Mothersbaugh; 1950-05-18
Great Scott!; Mark Mothersbaugh; 1950-05-18
Frosty Returns; Mark Mothersbaugh; 1950-05-18
Mann & Machine; Mark Mothersbaugh; 1950-05-18
Beakman's World; Mark Mothersbaugh; 1950-05-18
Bakersfield P.D.; Mark Mothersbaugh; 1950-05-18
South Beach; Mark Mothersbaugh; 1950-05-18
Street Match; Mark Mothersbaugh; 1950-05-18
Down on the Waterfront; Mark Mothersbaugh; 1950-05-18
Hotel Malibu; Mark Mothersbaugh; 1950-05-18
Edith Ann: A Few Pieces of the Puzzle; Mark Mothersbaugh; 1950-05-18
Santo Bugito; Mark Mothersbaugh; 1950-05-18
Too Something; Mark Mothersbaugh; 1950-05-18
If Not for You; Mark Mothersbaugh; 1950-05-18
Strange Luck; Mark Mothersbaugh; 1950-05-18
Sliders; Mark Mothersbaugh; 1950-05-18
The Courtyard; Mark Mothersbaugh; 1950-05-18
Flesh Suitcase; Mark Mothersbaugh; 1950-05-18
The Big Squeeze; Mark Mothersbaugh; 1950-05-18
Class Reunion; Mark Mothersbaugh; 1950-05-18
Quicksilver Highway; Mark Mothersbaugh; 1950-05-18
Fired Up; Mark Mothersbaugh; 1950-05-18
Men; Mark Mothersbaugh; 1950-05-18
Unwed Father; Mark Mothersbaugh; 1950-05-18
Working; Mark Mothersbaugh; 1950-05-18
Last Rites; Mark Mothersbaugh; 1950-05-18
The Mr. Potato Head Show; Mark Mothersbaugh; 1950-05-18
Stories from My Childhood; Mark Mothersbaugh; 1950-05-18
Interstate '82; Mark Mothersbaugh; 1950-05-18
Rocket Power; Mark Mothersbaugh; 1950-05-18
The Wacky Adventures of Ronald McDonald: The Visitors from Outer Space; Mark Mothersbaugh; 1950-05-18
Tucker; Mark Mothersbaugh; 1950-05-18
The Other Me; Mark Mothersbaugh; 1950-05-18
All Growed Up; Mark Mothersbaugh; 1950-05-18
Rugrats: Still Babies After All These Years; Mark Mothersbaugh; 1950-05-18
Second String; Mark Mothersbaugh; 1950-05-18
Cheats; Mark Mothersbaugh; 1950-05-18
MDs; Mark Mothersbaugh; 1950-05-18
Hidden Hills; Mark Mothersbaugh; 1950-05-18
The Groovenians!; Mark Mothersbaugh; 1950-05-18
Popeye's Voyage: The Quest for Pappy; Mark Mothersbaugh; 1950-05-18
The Sims 2; Mark Mothersbaugh; 1950-05-18
The Complete Truth About De-Evolution; Mark Mothersbaugh; 1950-05-18
Music for Edward Gorey; Mark Mothersbaugh; 1950-05-18
Feed Me; Mark Mothersbaugh; 1950-05-18
Eureka; Mark Mothersbaugh; 1950-05-18
Boom Blox; Mark Mothersbaugh; 1950-05-18
Cars Toons; Mark Mothersbaugh; 1950-05-18
Boom Blox Bash Party; Mark Mothersbaugh; 1950-05-18
Skate 3; Mark Mothersbaugh; 1950-05-18
Catfish; Mark Mothersbaugh; 1950-05-18
Hawaiian Vacation; Mark Mothersbaugh; 1950-05-18
Shameless; Mark Mothersbaugh; 1950-05-18
Thor: Ragnarok; Mark Mothersbaugh; 1950-05-18
 ; Mark Mothersbaugh; 1950-05-18
Hotel Transylvania 3: Summer Vacation; Mark Mothersbaugh; 1950-05-18
Thor: Love and Thunder; Mark Mothersbaugh; 1950-05-18
My Struggle; Mark Mothersbaugh; 1950-05-18
What I Know Volume I; Mark Mothersbaugh; 1950-05-18
Beautiful Mutants; Mark Mothersbaugh; 1950-05-18
Muzik for Insomniaks; Mark Mothersbaugh; 1950-05-18
Muzik for Insomniaks, Vol. 1; Mark Mothersbaugh; 1950-05-18
Muzik for Insomniaks, Vol. 2; Mark Mothersbaugh; 1950-05-18
Muzik for the Gallery; Mark Mothersbaugh; 1950-05-18
Joyeux Mutato; Mark Mothersbaugh; 1950-05-18
The Most Powerful Healing Muzik in the Entire World; Mark Mothersbaugh; 1950-05-18
Mutant Flora; Mark Mothersbaugh; 1950-05-18
Q: Are We Not Men? A: We Are Devo!; Mark Mothersbaugh; 1950-05-18
Duty Now for the Future; Mark Mothersbaugh; 1950-05-18
Freedom of Choice; Mark Mothersbaugh; 1950-05-18
New Traditionalists; Mark Mothersbaugh; 1950-05-18
Oh, No! It's Devo; Mark Mothersbaugh; 1950-05-18
Shout; Mark Mothersbaugh; 1950-05-18
Total Devo; Mark Mothersbaugh; 1950-05-18
Smooth Noodle Maps; Mark Mothersbaugh; 1950-05-18
Something for Everybody; Mark Mothersbaugh; 1950-05-18
Now It Can Be Told: DEVO at the Palace; Mark Mothersbaugh; 1950-05-18
DEVO Live: The Mongoloid Years; Mark Mothersbaugh; 1950-05-18
DEV-O Live; Mark Mothersbaugh; 1950-05-18
Live in Central Park; Mark Mothersbaugh; 1950-05-18
Devo Live 1980; Mark Mothersbaugh; 1950-05-18
Hardcore Devo Live!; Mark Mothersbaugh; 1950-05-18
E-Z Listening Disc; Mark Mothersbaugh; 1950-05-18
Devo's Greatest Hits; Mark Mothersbaugh; 1950-05-18
Devo's Greatest Misses; Mark Mothersbaugh; 1950-05-18
Hardcore Devo: Volume One; Mark Mothersbaugh; 1950-05-18
Hardcore Devo: Volume Two; Mark Mothersbaugh; 1950-05-18
Hot Potatoes: The Best of Devo; Mark Mothersbaugh; 1950-05-18
Adventures of the Smart Patrol; Mark Mothersbaugh; 1950-05-18
Pioneers Who Got Scalped: The Anthology; Mark Mothersbaugh; 1950-05-18
Recombo DNA; Mark Mothersbaugh; 1950-05-18
This Is the Devo Box; Mark Mothersbaugh; 1950-05-18
Something Else for Everybody; Mark Mothersbaugh; 1950-05-18
B Stiff EP; Mark Mothersbaugh; 1950-05-18
Mechanical Man EP; Mark Mothersbaugh; 1950-05-18
DEV-O Live; Mark Mothersbaugh; 1950-05-18
Theme from Doctor Detroit; Mark Mothersbaugh; 1950-05-18
Watch Us Work It; Mark Mothersbaugh; 1950-05-18
Song Study; Mark Mothersbaugh; 1950-05-18
The Men Who Make the Music; Mark Mothersbaugh; 1950-05-18
Human Highway; Mark Mothersbaugh; 1950-05-18
We're All Devo; Mark Mothersbaugh; 1950-05-18
The Complete Truth About De-Evolution; Mark Mothersbaugh; 1950-05-18
Devo Live; Mark Mothersbaugh; 1950-05-18
Devo Live 1980; Mark Mothersbaugh; 1950-05-18
Hardcore Devo Live!; Mark Mothersbaugh; 1950-05-18
The Beginning Was the End; Mark Mothersbaugh; 1950-05-18
Aliens vs. Predator; Mark Rutherford (composer); n/a
Police Quest II: The Vengeance; Mark Seibert; n/a
Quest for Glory: So You Want to Be a Hero; Mark Seibert; n/a
Codename: Iceman; Mark Seibert; n/a
Conquests of Camelot: The Search for the Grail; Mark Seibert; n/a
King's Quest V: Absence Makes the Heart Go Yonder!; Mark Seibert; n/a
Mixed-Up Mother Goose; Mark Seibert; n/a
King's Quest VI: Heir Today, Gone Tomorrow; Mark Seibert; n/a
Conquests of the Longbow: The Legend of Robin Hood; Mark Seibert; n/a
Phantasmagoria; Mark Seibert; n/a
Leisure Suit Larry: Love for Sail!; Mark Seibert; n/a
King's Quest IV: The Perils of Rosella; Mark Seibert; n/a
Space Quest III: The Pirates of Pestulon; Mark Seibert; n/a
 (1988) (Musician/Editor); Mark Seibert; n/a
Silpheed; Mark Seibert; n/a
Firehawk: Thexder The Second Contact; Mark Seibert; n/a
Leisure Suit Larry 3: Passionate Patti in Pursuit of the Pulsating Pectorals; Mark Seibert; n/a
Hoyle's Official Book of Games: Volume 1; Mark Seibert; n/a
King's Quest I: Quest for the Crown; Mark Seibert; n/a
Space Quest IV: Roger Wilco and the Time Rippers; Mark Seibert; n/a
Oil's Well; Mark Seibert; n/a
Police Quest III: The Kindred; Mark Seibert; n/a
Quest for Glory II: Trial by Fire; Mark Seibert; n/a
Hoyle's Official Book of Games: Volume 2; Mark Seibert; n/a
Hoyle's Official Book of Games: Volume 3; Mark Seibert; n/a
EcoQuest: The Search for Cetus; Mark Seibert; n/a
Castle of Dr. Brain; Mark Seibert; n/a
Space Quest I: Roger Wilco in the Sarien Encounter; Mark Seibert; n/a
Leisure Suit Larry in the Land of the Lounge Lizards; Mark Seibert; n/a
Leisure Suit Larry 5: Passionate Patti Does a Little Undercover Work; Mark Seibert; n/a
Mixed-Up Fairy Tales; Mark Seibert; n/a
Quest for Glory I: So You Want to Be a Hero; Mark Seibert; n/a
Police Quest: In Pursuit of the Death Angel; Mark Seibert; n/a
Jones in the Fast Lane; Mark Seibert; n/a
Laura Bow: The Dagger of Amon Ra; Mark Seibert; n/a
The Island of Dr. Brain; Mark Seibert; n/a
Take-a-Break! Pinball for Windows; Mark Seibert; n/a
Pepper's Adventures in Time; Mark Seibert; n/a
The Shadow of Yserbius; Mark Seibert; n/a
Gabriel Knight: Sins of the Fathers; Mark Seibert; n/a
Quest for Glory III: Wages of War; Mark Seibert; n/a
Outpost; Mark Seibert; n/a
King's Quest VII: The Princeless Bride; Mark Seibert; n/a
Torin's Passage; Mark Seibert; n/a
Leisure Suit Larry: Love for Sail!; Mark Seibert; n/a
King's Quest: Mask of Eternity; Mark Seibert; n/a
Arcanum: Of Steamworks and Magick Obscura; Mark Seibert; n/a
Throne of Darkness; Mark Seibert; n/a
Smallville; Mark Snow; 1946-08-26
Ghost Whisperer; Mark Snow; 1946-08-26
The Lone Gunmen; Mark Snow; 1946-08-26
La Femme Nikita; Mark Snow; 1946-08-26
The Guardian; Mark Snow; 1946-08-26
Millennium; Mark Snow; 1946-08-26
Nowhere Man; Mark Snow; 1946-08-26
The X-Files; Mark Snow; 1946-08-26
T. J. Hooker; Mark Snow; 1946-08-26
Hart to Hart; Mark Snow; 1946-08-26
The War Widow; Mark Snow; 1946-08-26
Gemini Man; Mark Snow; 1946-08-26
Starsky and Hutch; Mark Snow; 1946-08-26
240-Robert; Mark Snow; 1946-08-26
Brothers and Sisters; Mark Snow; 1946-08-26
When the Whistle Blows; Mark Snow; 1946-08-26
T. J. Hooker; Mark Snow; 1946-08-26
Lottery!; Mark Snow; 1946-08-26
Pee-wee's Playhouse; Mark Snow; 1946-08-26
Birds of Prey; Mark Snow; 1946-08-26
The Twilight Zone; Mark Snow; 1946-08-26
Blue Bloods; Mark Snow; 1946-08-26
Ringer; Mark Snow; 1946-08-26
The X-Files; Mark Snow; 1946-08-26
The X-Files: I Want to Believe; Mark Snow; 1946-08-26
Soundtrax; Mark Snow; 1946-08-26
Atomic Protector; Martin Galway; 1966-01-03
Cookie; Martin Galway; 1966-01-03
Daley Thompson's Decathlon; Martin Galway; 1966-01-03
Swag; Martin Galway; 1966-01-03
Sabre Wulf; Martin Galway; 1966-01-03
Yie Ar Kung-Fu; Martin Galway; 1966-01-03
Hyper Sports; Martin Galway; 1966-01-03
Kong Strikes Back!; Martin Galway; 1966-01-03
The Neverending Story; Martin Galway; 1966-01-03
Ocean Loader 1 & 2; Martin Galway; 1966-01-03
Roland's Ratrace; Martin Galway; 1966-01-03
Mikie; Martin Galway; 1966-01-03
Ping Pong; Martin Galway; 1966-01-03
Comic Bakery; Martin Galway; 1966-01-03
Stryker's Run; Martin Galway; 1966-01-03
Terra Cresta; Martin Galway; 1966-01-03
Green Beret; Martin Galway; 1966-01-03
Helikopter Jagd; Martin Galway; 1966-01-03
Highlander; Martin Galway; 1966-01-03
Hunchback II; Martin Galway; 1966-01-03
Match Day; Martin Galway; 1966-01-03
Miami Vice; Martin Galway; 1966-01-03
Parallax; Martin Galway; 1966-01-03
Rambo: First Blood Part II; Martin Galway; 1966-01-03
Short Circuit; Martin Galway; 1966-01-03
Arkanoid; Martin Galway; 1966-01-03
Athena; Martin Galway; 1966-01-03
Game Over; Martin Galway; 1966-01-03
Rastan; Martin Galway; 1966-01-03
Slap Fight; Martin Galway; 1966-01-03
Yie Ar Kung-Fu II; Martin Galway; 1966-01-03
Combat School; Martin Galway; 1966-01-03
Crazee Rider; Martin Galway; 1966-01-03
Wizball; Martin Galway; 1966-01-03
MicroProse Soccer; Martin Galway; 1966-01-03
Times of Lore; Martin Galway; 1966-01-03
Insects in Space; Martin Galway; 1966-01-03
Wing Commander 2: Vengeance of the Kilrathi; Martin Galway; 1966-01-03
Ultima VII: The Black Gate; Martin Galway; 1966-01-03
Ultima Underworld: The Stygian Abyss; Martin Galway; 1966-01-03
Strike Commander; Martin Galway; 1966-01-03
Wing Commander 4: The Price of Freedom; Martin Galway; 1966-01-03
The Kilrathi Saga; Martin Galway; 1966-01-03
Starlancer; Martin Galway; 1966-01-03
Destiny; Martin O'Donnell; 1955-05-01
The Taken King; Martin O'Donnell; 1955-05-01
Rise of Iron; Martin O'Donnell; 1955-05-01
Destiny 2; Martin O'Donnell; 1955-05-01
Forsaken; Martin O'Donnell; 1955-05-01
Shadowkeep; Martin O'Donnell; 1955-05-01
Halo: Combat Evolved; Martin O'Donnell; 1955-05-01
Halo 2; Martin O'Donnell; 1955-05-01
Halo 3; Martin O'Donnell; 1955-05-01
Halo 3: ODST; Martin O'Donnell; 1955-05-01
Halo: Reach; Martin O'Donnell; 1955-05-01
Marathon; Martin O'Donnell; 1955-05-01
Marathon 2: Durandal; Martin O'Donnell; 1955-05-01
