Soundtrack;Composer;Composer Birthday
Marathon 2: Durandal;Michael Salvatori;n/a
Marathon Infinity;Michael Salvatori;n/a
Myth: The Fallen Lords;Michael Salvatori;n/a
Myth Ii: Soulblighter;Michael Salvatori;n/a
Operation: Desert Storm;Michael Salvatori;n/a
Minotaur: The Labyrinths Of Crete;Michael Salvatori;n/a
Pathways Into Darkness;Michael Salvatori;n/a
Abuse;Michael Salvatori;n/a
Oni;Michael Salvatori;n/a
Unreal;Michiel van den Bos;1975-05-23
Return To Na Pali;Michiel van den Bos;1975-05-23
Age Of Wonders;Michiel van den Bos;1975-05-23
Unreal Tournament;Michiel van den Bos;1975-05-23
Deus Ex;Michiel van den Bos;1975-05-23
Overlord;Michiel van den Bos;1975-05-23
Overlord: Raising Hell;Michiel van den Bos;1975-05-23
Overlord: Dark Legend;Michiel van den Bos;1975-05-23
Overlord Ii;Michiel van den Bos;1975-05-23
Samurai Beatdown;Michiel van den Bos;1975-05-23
Age Of Wonders Iii;Michiel van den Bos;1975-05-23
Voidrunner;Michiel van den Bos;1975-05-23
Age Of Wonders: Planetfall;Michiel van den Bos;1975-05-23
Taking The Fifth;Michiel van den Bos;1975-05-23
Drifting Through Static;Michiel van den Bos;1975-05-23
Unreal;Michiel van den Bos;1975-05-23
Ii: The Awakening;Michiel van den Bos;1975-05-23
Tournament;Michiel van den Bos;1975-05-23
Tournament 2003;Michiel van den Bos;1975-05-23
Tournament 2004;Michiel van den Bos;1975-05-23
Tournament 3;Michiel van den Bos;1975-05-23
Tournament;Michiel van den Bos;1975-05-23
Championship;Michiel van den Bos;1975-05-23
Championship 2: The Liandri Conflict;Michiel van den Bos;1975-05-23
Legion;Michiko Naruke;n/a
Dekoboko Densetsu: Hashiru Wagamanma;Michiko Naruke;n/a
Valis Iii;Michiko Naruke;n/a
High Grenadier;Michiko Naruke;n/a
Tenshi No Uta;Michiko Naruke;n/a
Mirai Shounen Conan;Michiko Naruke;n/a
Psycho Dream;Michiko Naruke;n/a
Tenshi No Uta Ii: Datenshi No Sentaku;Michiko Naruke;n/a
Wild Arms;Michiko Naruke;n/a
Wild Arms 2;Michiko Naruke;n/a
Wild Arms 3;Michiko Naruke;n/a
Wild Arms Alter Code: F;Michiko Naruke;n/a
Wild Arms 4;Michiko Naruke;n/a
Super Smash Bros. Brawl;Michiko Naruke;n/a
The Wizard Of Oz: Beyond The Yellow Brick Road;Michiko Naruke;n/a
Noora To Toki No Koubou: Kiri No Mori No Majo;Michiko Naruke;n/a
Half-minute Hero: The Second Coming;Michiko Naruke;n/a
Super Smash Bros. For Nintendo 3ds And Wii U;Michiko Naruke;n/a
Zombie Tokyo;Michiko Naruke;n/a
Super Smash Bros. Ultimate;Michiko Naruke;n/a
Castlevania Ii: Simon's Quest;Michiko Naruke;n/a
Banjo-kazooie;Michiko Naruke;n/a
Fm Sound Module Maniax;Michiko Naruke;n/a
Griotte No Nemuri Hime ~fel Ary Lu En Tindharia~;Michiko Naruke;n/a
Feedback;Michiko Naruke;n/a
Feedback 2nd;Michiko Naruke;n/a
Feedback 3rd;Michiko Naruke;n/a
Feedback 4th.;Michiko Naruke;n/a
Game Music Prayer Ii;Michiko Naruke;n/a
The Legend Artists Otakara Hakken!;Michiko Naruke;n/a
Feedback 5th.;Michiko Naruke;n/a
Feedback 6th.;Michiko Naruke;n/a
Castlevania;Michiru Yamane;1963-09-23
Vampire Killer;Michiru Yamane;1963-09-23
Simon's Quest;Michiru Yamane;1963-09-23
Haunted Castle;Michiru Yamane;1963-09-23
The Adventure;Michiru Yamane;1963-09-23
Rebirth;Michiru Yamane;1963-09-23
Dracula's Curse;Michiru Yamane;1963-09-23
Belmont's Revenge;Michiru Yamane;1963-09-23
Super Castlevania Iv;Michiru Yamane;1963-09-23
Chronicles;Michiru Yamane;1963-09-23
Rondo Of Blood;Michiru Yamane;1963-09-23
Bloodlines;Michiru Yamane;1963-09-23
Symphony Of The Night;Michiru Yamane;1963-09-23
Legends;Michiru Yamane;1963-09-23
Legacy Of Darkness;Michiru Yamane;1963-09-23
Circle Of The Moon;Michiru Yamane;1963-09-23
Harmony Of Dissonance;Michiru Yamane;1963-09-23
Aria Of Sorrow;Michiru Yamane;1963-09-23
Lament Of Innocence;Michiru Yamane;1963-09-23
Dawn Of Sorrow;Michiru Yamane;1963-09-23
Curse Of Darkness;Michiru Yamane;1963-09-23
Portrait Of Ruin;Michiru Yamane;1963-09-23
Order Of Ecclesia;Michiru Yamane;1963-09-23
Lords Of Shadow;Michiru Yamane;1963-09-23
Mirror Of Fate;Michiru Yamane;1963-09-23
Lords Of Shadow 2;Michiru Yamane;1963-09-23
Kid Dracula;Michiru Yamane;1963-09-23
Kid Dracula;Michiru Yamane;1963-09-23
Order Of Shadows;Michiru Yamane;1963-09-23
Judgment;Michiru Yamane;1963-09-23
The Arcade;Michiru Yamane;1963-09-23
Puzzle: Encore Of The Night;Michiru Yamane;1963-09-23
Harmony Of Despair;Michiru Yamane;1963-09-23
Captain N: The Game Master;Michiru Yamane;1963-09-23
Bloodstained: Ritual Of The Night;Michiru Yamane;1963-09-23
Bloodstained: Curse Of The Moon;Michiru Yamane;1963-09-23
Dreammix Tv World Fighters;Michiru Yamane;1963-09-23
Konami Krazy Racers;Michiru Yamane;1963-09-23
Super Bomberman R;Michiru Yamane;1963-09-23
Super Smash Bros. Ultimate;Michiru Yamane;1963-09-23
Conqueror Of Shamballa;Michiru Oshima;1961-03-16
Bizan;Michiru Oshima;1961-03-16
Paradise Lost;Michiru Oshima;1961-03-16
Nagasaki Burabura Bushi;Michiru Oshima;1961-03-16
The Sun Also Rises;Michiru Oshima;1961-03-16
Copycat Criminal;Michiru Oshima;1961-03-16
Like Asura;Michiru Oshima;1961-03-16
Year One In The North;Michiru Oshima;1961-03-16
Memories Of Tomorrow;Michiru Oshima;1961-03-16
125 Years Memory;Michiru Oshima;1961-03-16
Winds Of God;Michiru Oshima;1961-03-16
Puraido: Unmei No Toki;Michiru Oshima;1961-03-16
Ohaka Ga Nai!;Michiru Oshima;1961-03-16
Godzilla Vs. Megaguirus;Michiru Oshima;1961-03-16
Hi Wa Mata Noboru;Michiru Oshima;1961-03-16
Mohou-han;Michiru Oshima;1961-03-16
Godzilla Against Mechagodzilla;Michiru Oshima;1961-03-16
Godzilla: Tokyo S.O.S.;Michiru Oshima;1961-03-16
Princess Raccoon;Michiru Oshima;1961-03-16
Dai-chan, Daisuki;Michiru Oshima;1961-03-16
Tsubaki Sanjuro;Michiru Oshima;1961-03-16
Gosuto;Michiru Oshima;1961-03-16
Saint Elmo - Hikari No Raihousha;Michiru Oshima;1961-03-16
The Weathering Continent;Michiru Oshima;1961-03-16
Casshan: Robot Hunter;Michiru Oshima;1961-03-16
Lord Of Lords Ryu Knight;Michiru Oshima;1961-03-16
Legend Of Crystania;Michiru Oshima;1961-03-16
Boys Over Flowers;Michiru Oshima;1961-03-16
Gall Force: The Revolution;Michiru Oshima;1961-03-16
Fancy Lala;Michiru Oshima;1961-03-16
Queen Emeraldas;Michiru Oshima;1961-03-16
Arc The Lad;Michiru Oshima;1961-03-16
Magic User's Club;Michiru Oshima;1961-03-16
Fullmetal Alchemist;Michiru Oshima;1961-03-16
Fullmetal Alchemist: Conqueror Of Shamballa;Michiru Oshima;1961-03-16
Garasu No Usagi;Michiru Oshima;1961-03-16
Le Chevalier D'eon;Michiru Oshima;1961-03-16
Project Blue Earth Sos;Michiru Oshima;1961-03-16
Xam'd: Lost Memories;Michiru Oshima;1961-03-16
Nabari No Ou;Michiru Oshima;1961-03-16
The Tatami Galaxy;Michiru Oshima;1961-03-16
Sound Of The Sky;Michiru Oshima;1961-03-16
Tezuka Osamu No Buddha;Michiru Oshima;1961-03-16
Fuse Teppo Musume No Torimonocho;Michiru Oshima;1961-03-16
Zetsuen No Tempest;Michiru Oshima;1961-03-16
Little Witch Academia;Michiru Oshima;1961-03-16
Aura: Maryuinkoga Saigo No Tatakai;Michiru Oshima;1961-03-16
Patema Inverted;Michiru Oshima;1961-03-16
Snow White With The Red Hair;Michiru Oshima;1961-03-16
Rokka No Yusha;Michiru Oshima;1961-03-16
Night Is Short, Walk On Girl;Michiru Oshima;1961-03-16
Bloom Into You;Michiru Oshima;1961-03-16
Ride Your Wave;Michiru Oshima;1961-03-16
Taikou Risshiden;Michiru Oshima;1961-03-16
Undercover Cops;Michiru Oshima;1961-03-16
Legend Of Legaia;Michiru Oshima;1961-03-16
Arc The Lad Iii;Michiru Oshima;1961-03-16
Ico;Michiru Oshima;1961-03-16
Legaia 2: Duel Saga;Michiru Oshima;1961-03-16
Suikoden;Michiru Oshima;1961-03-16
Arc The Lad: Twilight Of The Spirits;Michiru Oshima;1961-03-16
The Legend Of Zelda: Twilight Princess;Michiru Oshima;1961-03-16
Sayonara, Ozu Sensei;Michiru Oshima;1961-03-16
Gokusen;Michiru Oshima;1961-03-16
Satorare;Michiru Oshima;1961-03-16
Tenshi Mitai;Michiru Oshima;1961-03-16
Yume De Aimashou;Michiru Oshima;1961-03-16
Oishii Proposal;Michiru Oshima;1961-03-16
Ca To Oyobi;Michiru Oshima;1961-03-16
Regatta;Michiru Oshima;1961-03-16
Hotelier;Michiru Oshima;1961-03-16
Watashi Wa Kai Ni Naritai;Michiru Oshima;1961-03-16
Yasuko To Kenji;Michiru Oshima;1961-03-16
Misaki Number One!!;Michiru Oshima;1961-03-16
Symphony No.1: Orasho;Michiru Oshima;1961-03-16
For The East;Michiru Oshima;1961-03-16
London Essay;Michiru Oshima;1961-03-16
Le Premier Amour;Michiru Oshima;1961-03-16
Amanda;Michiru Oshima;1961-03-16
Concerto For Saxophone;Michiru Oshima;1961-03-16
Concerto For Viola;Michiru Oshima;1961-03-16
Ganbalo Nippon;Michiru Oshima;1961-03-16
Vocalise;Michiru Oshima;1961-03-16
Requiem ~ It Lies At The Bottom Of The Sea;Michiru Oshima;1961-03-16
In 27 Pieces: The Hilary Hahn Encores;Michiru Oshima;1961-03-16
Viola Sonata;Michiru Oshima;1961-03-16
Concerto For Piano Quartet With Orchestra;Michiru Oshima;1961-03-16
Symphony No.2: Since 1945;Michiru Oshima;1961-03-16
"Symphonic Suite ""sama";Michiru Oshima;1961-03-16
"Suite For Male Voice Choir ""message Of The Voice";Michiru Oshima;1961-03-16
"Augustus"": Suite For Orchestra And Chorus";Michiru Oshima;1961-03-16
Jin;Michiru Oshima;1961-03-16
Rin;Michiru Oshima;1961-03-16
Sanza And Okuni;Michiru Oshima;1961-03-16
Godzilla In Chicago - C.H.C.A.G;Michiru Oshima;1961-03-16
Beyond The Point Of No Return;Michiru Oshima;1961-03-16
The Lord Of The Rings: The Fellowship Of The Ring;Mike Morasky;n/a
The Lord Of The Rings: The Two Towers;Mike Morasky;n/a
The Matrix Reloaded;Mike Morasky;n/a
The Matrix Revolutions;Mike Morasky;n/a
The Lord Of The Rings: The Return Of The King;Mike Morasky;n/a
Catwoman;Mike Morasky;n/a
Drawing Restraint 9;Mike Morasky;n/a
Pirates Of The Caribbean: Dead Man's Chest;Mike Morasky;n/a
Dopamine;Mike Morasky;n/a
One Winter Story;Mike Morasky;n/a
I Die Daily: The Making Of Matthew Barney's 'cremaster Cycle';Mike Morasky;n/a
Life In Flight;Mike Morasky;n/a
Butterfly Love;Mike Morasky;n/a
Lurch;Mike Morasky;n/a
Tulip;Mike Morasky;n/a
The Miracle Of Sound In Motion;Mike Morasky;n/a
Your Choice Live Series 019;Mike Morasky;n/a
Best Of Steel Pole Bathtub;Mike Morasky;n/a
Scars From Falling Down;Mike Morasky;n/a
Unlistenable;Mike Morasky;n/a
The Thing That Ate Floyd;Mike Morasky;n/a
Surprise Your Pig - A Tribute To R.E.M.;Mike Morasky;n/a
Virus 100;Mike Morasky;n/a
The Mission District: 17 Reasons;Mike Morasky;n/a
Milk For Pussy;Mike Morasky;n/a
Power Flush;Mike Morasky;n/a
Smitten - A Love Song Compilation;Mike Morasky;n/a
Dope-guns-'n-fucking In The Streets Volume Ten;Mike Morasky;n/a
Cmj New Music August - Volume 24;Mike Morasky;n/a
Introducing Vol. 2;Mike Morasky;n/a
London Records;Mike Morasky;n/a
Jabberjaw... Pure Sweet Hell;Mike Morasky;n/a
Twisted Willie;Mike Morasky;n/a
Dope-guns-'n-fucking In The Streets Volumes 8-11;Mike Morasky;n/a
Live At Emo's Box Set;Mike Morasky;n/a
Confuse Yr Idols (a Tribute To Sonic Youth);Mike Morasky;n/a
Tumor Circus;Mike Morasky;n/a
Blowhard;Mike Morasky;n/a
The Unholy Handjob;Mike Morasky;n/a
Bivouac;Mike Morasky;n/a
Circusized Peanuts;Mike Morasky;n/a
Glitches;Mike Morasky;n/a
Tumor Circus;Mike Morasky;n/a
I Blow Minds For A Living;Mike Morasky;n/a
Blowhard;Mike Morasky;n/a
The Unholy Handjob;Mike Morasky;n/a
Love God;Mike Morasky;n/a
Burn Or Bury;Mike Morasky;n/a
Bruce Lee Marvin Gaye;Mike Morasky;n/a
Project M-13;Mike Morasky;n/a
Butterfly Love;Mike Morasky;n/a
Tulip;Mike Morasky;n/a
The Miracle Of Sound In Motion;Mike Morasky;n/a
Scars From Falling Down;Mike Morasky;n/a
Unlistenable;Mike Morasky;n/a
Your Choice Live Series 019;Mike Morasky;n/a
Lurch;Mike Morasky;n/a
Some Cocktail Suggestions;Mike Morasky;n/a
Lurch/butterfly Love;Mike Morasky;n/a
Best Of Steel Pole Bath Tub;Mike Morasky;n/a
Half-life;Mike Morasky;n/a
Opposing Force;Mike Morasky;n/a
Blue Shift;Mike Morasky;n/a
Decay;Mike Morasky;n/a
Half-life 2;Mike Morasky;n/a
Episode One;Mike Morasky;n/a
Episode Two;Mike Morasky;n/a
Deathmatch;Mike Morasky;n/a
Lost Coast;Mike Morasky;n/a
Portal;Mike Morasky;n/a
Portal 2;Mike Morasky;n/a
The Lab;Mike Morasky;n/a
Counter-strike;Mike Morasky;n/a
Condition Zero;Mike Morasky;n/a
Source;Mike Morasky;n/a
Global Offensive;Mike Morasky;n/a
Day Of Defeat;Mike Morasky;n/a
Source;Mike Morasky;n/a
Team Fortress Classic;Mike Morasky;n/a
Team Fortress 2;Mike Morasky;n/a
Left 4 Dead;Mike Morasky;n/a
Left 4 Dead 2;Mike Morasky;n/a
Dota 2;Mike Morasky;n/a
Artifact;Mike Morasky;n/a
Dota Underlords;Mike Morasky;n/a
The Orange Box;Mike Morasky;n/a
Alien Swarm;Mike Morasky;n/a
Gradius;Miki Higashino;1968-01-01
Yie Ar Kung-fu;Miki Higashino;1968-01-01
Salamander;Miki Higashino;1968-01-01
Life Force;Miki Higashino;1968-01-01
Knightmare;Miki Higashino;1968-01-01
Salamander (msx);Miki Higashino;1968-01-01
Gradius Iii;Miki Higashino;1968-01-01
Teenage Mutant Ninja Turtles;Miki Higashino;1968-01-01
Surprise Attack;Miki Higashino;1968-01-01
Contra Iii: The Alien Wars;Miki Higashino;1968-01-01
Premier Soccer;Miki Higashino;1968-01-01
Moryo Senki Madara 2;Miki Higashino;1968-01-01
Teenage Mutant Ninja Turtles: Tournament Fighters;Miki Higashino;1968-01-01
Double Dribble: The Playoff Edition;Miki Higashino;1968-01-01
Tokimeki Memorial;Miki Higashino;1968-01-01
Suikoden;Miki Higashino;1968-01-01
Gradius Deluxe Pack;Miki Higashino;1968-01-01
Vandal Hearts;Miki Higashino;1968-01-01
Ancient Lost Civilization;Miki Higashino;1968-01-01
Moon: Remix Rpg Adventure;Miki Higashino;1968-01-01
Suikoden Ii;Miki Higashino;1968-01-01
Genso Suikogaiden Vol. 1;Miki Higashino;1968-01-01
Genso Suikogaiden Vol. 2;Miki Higashino;1968-01-01
10,000 Bullets;Miki Higashino;1968-01-01
Pop'n Music: Adventure;Miki Higashino;1968-01-01
Soma;Mikko Tarmia;n/a
Overgrowth;Mikko Tarmia;n/a
Amnesia: The Dark Descent;Mikko Tarmia;n/a
Penumbra: Necrologue;Mikko Tarmia;n/a
Penumbra: Requiem;Mikko Tarmia;n/a
Penumbra: Black Plague;Mikko Tarmia;n/a
Penumbra: Overture;Mikko Tarmia;n/a
Deep Trouble 2;Mikko Tarmia;n/a
Rally Shift;Mikko Tarmia;n/a
Epsilon Tahari: Reign Of The Machines;Mikko Tarmia;n/a
Deeptrouble;Mikko Tarmia;n/a
The Lego Ninjago Movie;Mutato Muzika;n/a
The Lego Movie;Mutato Muzika;n/a
Pee-wee's Big Holiday;Mutato Muzika;n/a
Hotel Transylvania 2;Mutato Muzika;n/a
Vacation;Mutato Muzika;n/a
Pitch Perfect 2;Mutato Muzika;n/a
22 Jump Street;Mutato Muzika;n/a
Hotel Transylvania;Mutato Muzika;n/a
Cloudy With A Chance Of Meatballs 2;Mutato Muzika;n/a
Safe;Mutato Muzika;n/a
What To Expect When You're Expecting;Mutato Muzika;n/a
21 Jump Street;Mutato Muzika;n/a
Moonrise Kingdom;Mutato Muzika;n/a
The Royal Tenenbaums;Mutato Muzika;n/a
Rugrats In Paris: The Movie;Mutato Muzika;n/a
The Adventures Of Rocky And Bullwinkle;Mutato Muzika;n/a
Drop Dead Gorgeous;Mutato Muzika;n/a
Mystery Men;Mutato Muzika;n/a
It's The Rage;Mutato Muzika;n/a
Rushmore;Mutato Muzika;n/a
200 Cigarettes;Mutato Muzika;n/a
Dead Man On Campus;Mutato Muzika;n/a
The Rugrats Movie;Mutato Muzika;n/a
Best Men;Mutato Muzika;n/a
Sorority Boys;Mutato Muzika;n/a
Bottle Rocket;Mutato Muzika;n/a
The Last Supper;Mutato Muzika;n/a
Cloudy With A Chance Of Meatballs;Mutato Muzika;n/a
Happy Gilmore;Mutato Muzika;n/a
Four Rooms;Mutato Muzika;n/a
Thirteen;Mutato Muzika;n/a
The New Age;Mutato Muzika;n/a
The Big Squeeze;Mutato Muzika;n/a
Breaking Up;Mutato Muzika;n/a
Flesh Suitcase;Mutato Muzika;n/a
Down On The Waterfront;Mutato Muzika;n/a
It's Pat;Mutato Muzika;n/a
Welcome To Collinwood;Mutato Muzika;n/a
Catfish;Mutato Muzika;n/a
Saving Private Perez;Mutato Muzika;n/a
Born To Be Wild;Mutato Muzika;n/a
The Carrie Diaries;Mutato Muzika;n/a
House Of Lies;Mutato Muzika;n/a
Enlightened;Mutato Muzika;n/a
Clifford The Big Red Dog;Mutato Muzika;n/a
Dawson's Creek;Mutato Muzika;n/a
Can Of Worms;Mutato Muzika;n/a
The Mr. Potato Head Show;Mutato Muzika;n/a
Rugrats;Mutato Muzika;n/a
Working;Mutato Muzika;n/a
Quicksilver Highway;Mutato Muzika;n/a
Principal Takes A Holiday;Mutato Muzika;n/a
Last Rites;Mutato Muzika;n/a
Fired Up;Mutato Muzika;n/a
Life's Work;Mutato Muzika;n/a
Strange Luck;Mutato Muzika;n/a
Liquid Television;Mutato Muzika;n/a
Pee-wee's Playhouse;Mutato Muzika;n/a
Santo Bugito;Mutato Muzika;n/a
Bakersfield P.D.;Mutato Muzika;n/a
Sliders;Mutato Muzika;n/a
Future Quest;Mutato Muzika;n/a
A.J.'s Time Travelers;Mutato Muzika;n/a
Beakman's World;Mutato Muzika;n/a
Adventures In Wonderland;Mutato Muzika;n/a
If Not For You;Mutato Muzika;n/a
Too Something;Mutato Muzika;n/a
Medicine Ball;Mutato Muzika;n/a
Street Match;Mutato Muzika;n/a
Second Chances;Mutato Muzika;n/a
Edith Ann;Mutato Muzika;n/a
South Beach;Mutato Muzika;n/a
Mann & Machine;Mutato Muzika;n/a
Davis Rules;Mutato Muzika;n/a
Will Vinton Easter Special;Mutato Muzika;n/a
Great Scott!;Mutato Muzika;n/a
Felix The Cat;Mutato Muzika;n/a
Hotel Malibu;Mutato Muzika;n/a
Greg The Bunny;Mutato Muzika;n/a
Muscle;Mutato Muzika;n/a
Mcdonald's;Mutato Muzika;n/a
Hidden Hills;Mutato Muzika;n/a
The Mind Of The Married Man;Mutato Muzika;n/a
Stinky Pierre;Mutato Muzika;n/a
You Animal;Mutato Muzika;n/a
Md's;Mutato Muzika;n/a
Eureka;Mutato Muzika;n/a
Shaggy & Scooby-doo Get A Clue!;Mutato Muzika;n/a
Shameless;Mutato Muzika;n/a
Blue Mountain State;Mutato Muzika;n/a
Regular Show;Mutato Muzika;n/a
Disenchantment;Mutato Muzika;n/a
Interstate '82;Mutato Muzika;n/a
The Sims 2;Mutato Muzika;n/a
Crash Bandicoot;Mutato Muzika;n/a
Crash Bandicoot 2: Cortex Strikes Back;Mutato Muzika;n/a
Crash Bandicoot 3: Warped;Mutato Muzika;n/a
Crash Team Racing;Mutato Muzika;n/a
Jak And Daxter: The Precursor Legacy;Mutato Muzika;n/a
Jak Ii;Mutato Muzika;n/a
Jak 3;Mutato Muzika;n/a
Boom Blox;Mutato Muzika;n/a
Mysims;Mutato Muzika;n/a
Mysims Kingdom;Mutato Muzika;n/a
Mysims Racing;Mutato Muzika;n/a
Mysims Agents;Mutato Muzika;n/a
The Lego Movie Videogame;Mutato Muzika;n/a
Mahjong Natsu Monogatari;Naoki Itamura;n/a
Tail To Nose: Great Championship;Naoki Itamura;n/a
Spinal Breakers;Naoki Itamura;n/a
Pipe Dream;Naoki Itamura;n/a
Rabio Lepus Special;Naoki Itamura;n/a
Super Volleyball;Naoki Itamura;n/a
Karate Blazers;Naoki Itamura;n/a
F-1 Grand Prix;Naoki Itamura;n/a
Sonic Wings;Naoki Itamura;n/a
Hyper V-ball;Naoki Itamura;n/a
F-1 Grand Prix Part Ii;Naoki Itamura;n/a
F-1 Grand Prix Part Iii;Naoki Itamura;n/a
Sd F-1 Grand Prix;Naoki Itamura;n/a
African Elephant Song;Naoki Itamura;n/a
Street Fighter Alpha;Naoshi Mizuta;1972-01-24
Resident Evil 2;Naoshi Mizuta;1972-01-24
Rockman & Forte;Naoshi Mizuta;1972-01-24
Parasite Eve Ii;Naoshi Mizuta;1972-01-24
Final Fantasy Xi;Naoshi Mizuta;1972-01-24
Tetra Master;Naoshi Mizuta;1972-01-24
Final Fantasy Xi: Rise Of The Zilart;Naoshi Mizuta;1972-01-24
Final Fantasy Xi: Chains Of Promathia;Naoshi Mizuta;1972-01-24
Hanjuku Hero 4 ~the 7 Heroes~;Naoshi Mizuta;1972-01-24
Final Fantasy Xi: Treasures Of Aht Urhgan;Naoshi Mizuta;1972-01-24
Final Fantasy Xi: Wings Of The Goddess;Naoshi Mizuta;1972-01-24
The Shochu Bar;Naoshi Mizuta;1972-01-24
Blood Of Bahamut;Naoshi Mizuta;1972-01-24
Final Fantasy: The 4 Heroes Of Light;Naoshi Mizuta;1972-01-24
Season Of Mystery: The Cherry Blossom Murders;Naoshi Mizuta;1972-01-24
Final Fantasy Dimensions;Naoshi Mizuta;1972-01-24
Final Fantasy Xiii-2;Naoshi Mizuta;1972-01-24
Final Fantasy Xiv;Naoshi Mizuta;1972-01-24
Guardian Cross;Naoshi Mizuta;1972-01-24
Demons' Score;Naoshi Mizuta;1972-01-24
Final Fantasy Xi: Seekers Of Adoulin;Naoshi Mizuta;1972-01-24
Final Fantasy Xiv: A Realm Reborn;Naoshi Mizuta;1972-01-24
Lightning Returns: Final Fantasy Xiii;Naoshi Mizuta;1972-01-24
Deadman's Cross;Naoshi Mizuta;1972-01-24
Glorious Blades;Naoshi Mizuta;1972-01-24
Arcadia No Aoki Miko;Naoshi Mizuta;1972-01-24
Final Fantasy Dimensions Ii;Naoshi Mizuta;1972-01-24
Final Fantasy Xv;Naoshi Mizuta;1972-01-24
Episode Prompto;Naoshi Mizuta;1972-01-24
Dragon Quest & Final Fantasy In Itadaki Street Special;Naoshi Mizuta;1972-01-24
Sniper: Ghost Warrior 2;Nathan McCree;1969-01-27
Lego: Hero Factory, Brain Attack;Nathan McCree;1969-01-27
Lego: Ninjago;Nathan McCree;1969-01-27
Lego: Chima;Nathan McCree;1969-01-27
Silent Hill: Downpour;Nathan McCree;1969-01-27
Rush'n Attack: Ex-patriot;Nathan McCree;1969-01-27
Lego: Ninjago;Nathan McCree;1969-01-27
Chime;Nathan McCree;1969-01-27
Sleepover;Nathan McCree;1969-01-27
Blend-it;Nathan McCree;1969-01-27
Goosebumps Horrorland;Nathan McCree;1969-01-27
Industrial Ambience;Nathan McCree;1969-01-27
The Price Is Right;Nathan McCree;1969-01-27
Blockbusters;Nathan McCree;1969-01-27
Eurosport;Nathan McCree;1969-01-27
Fifa 06;Nathan McCree;1969-01-27
The Regiment;Nathan McCree;1969-01-27
Custom Play Golf;Nathan McCree;1969-01-27
Breed;Nathan McCree;1969-01-27
Battle Engine Aquila;Nathan McCree;1969-01-27
Laser Squad Nemesis;Nathan McCree;1969-01-27
Christmas In Spiceworld;Nathan McCree;1969-01-27
Tomb Raider Iii;Nathan McCree;1969-01-27
Tomb Raider Ii;Nathan McCree;1969-01-27
Joypad Cd Vol. 2: Tomb Raider Ii;Nathan McCree;1969-01-27
Gender Wars;Nathan McCree;1969-01-27
A Tribute To Lara Croft;Nathan McCree;1969-01-27
Tomb Raider;Nathan McCree;1969-01-27
Blam!-machinehead;Nathan McCree;1969-01-27
Swagman;Nathan McCree;1969-01-27
Skeleton Krew;Nathan McCree;1969-01-27
Asterix And The Power Of The Gods;Nathan McCree;1969-01-27
Soulstar;Nathan McCree;1969-01-27
Heimdall 2;Nathan McCree;1969-01-27
Bc Racers;Nathan McCree;1969-01-27
Bubba 'n' Stix;Nathan McCree;1969-01-27
Dragonstone;Nathan McCree;1969-01-27
Universe;Nathan McCree;1969-01-27
Asterix And The Great Rescue;Nathan McCree;1969-01-27
Chuck Rock Ii: Son Of Chuck;Nathan McCree;1969-01-27
Lego: Ninjago;Nathan McCree;1969-01-27
Silent Hill: Downpour;Nathan McCree;1969-01-27
Rush'n Attack: Ex-patriot;Nathan McCree;1969-01-27
Lord Of The Rings: Aragorn's Quest;Nathan McCree;1969-01-27
Chime;Nathan McCree;1969-01-27
Art Academy;Nathan McCree;1969-01-27
Sing It 2: Family Hits;Nathan McCree;1969-01-27
Blend-it;Nathan McCree;1969-01-27
Goosebumps Horrorland;Nathan McCree;1969-01-27
Rock Revolution;Nathan McCree;1969-01-27
You're In The Movies;Nathan McCree;1969-01-27
The Price Is Right;Nathan McCree;1969-01-27
